distance_vr,distance_mr,distance_vr_SD,distance_mr_SD,learning_vr,learning_mr,learning_vr_SD,learning_mr_SD
1.42796,1.33736,0.0968469,0.269271,1.91834,1.99208,0.122347,0.10337
