distance_vr,distance_mr,distance_vr_SD,distance_mr_SD,learning_vr,learning_mr,learning_vr_SD,learning_mr_SD
1.57752,1.69659,0.0805134,0.183318,1.73806,1.61342,0.272164,0.437228
