distance_vr,distance_mr,distance_vr_SD,distance_mr_SD,learning_vr,learning_mr,learning_vr_SD,learning_mr_SD
1.02207,1.02146,0.130849,0.125049,1.42413,1.55612,0.240699,0.34263
