distance_vr,distance_mr,distance_vr_SD,distance_mr_SD,learning_vr,learning_mr,learning_vr_SD,learning_mr_SD
1.08776,1.21415,0.179037,0.350786,1.2818,1.20456,0.0957277,0.280823
